key,paper,bmp,response_class,response_var,treatment,control,sign,treatment_control_flag,response_flag,response_flag_notes,species,link,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes,baseline_survival,beta_is_derived,survival_scale
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,mourning_dove,NA,standard_error,0.143,42,NA,0.073,NA,NA,0.157,51,NA,0.071,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,mourning_dove,NA,standard_error,0.143,42,NA,0.073,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,mourning_dove,NA,standard_error,0.157,51,NA,0.071,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,common_grackle,NA,standard_error,0.024,42,NA,0.024,NA,NA,0.078,51,NA,0.055,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,common_grackle,NA,standard_error,0.024,42,NA,0.024,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,common_grackle,NA,standard_error,0.078,51,NA,0.055,NA,NA,0.111,18,NA,0.076,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,yellow_billed_cuckoo,NA,standard_error,0,42,NA,0,NA,NA,0.059,51,NA,0.044,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,yellow_billed_cuckoo,NA,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,yellow_billed_cuckoo,NA,standard_error,0.059,51,NA,0.044,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,brown_headed_cowbird,NA,standard_error,0,42,NA,0,NA,NA,0.078,51,NA,0.047,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,brown_headed_cowbird,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,brown_headed_cowbird,NA,standard_error,0.078,51,NA,0.047,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,ruby_throated_hummingbird,NA,standard_error,0,42,NA,0,NA,NA,0.039,51,NA,0.039,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,ruby_throated_hummingbird,NA,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,ruby_throated_hummingbird,NA,standard_error,0.039,51,NA,0.039,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,eastern_meadowlark,NA,standard_error,0,42,NA,0,NA,NA,0.039,51,NA,0.028,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,eastern_meadowlark,NA,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,eastern_meadowlark,NA,standard_error,0.039,51,NA,0.028,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,northern_bobwhite,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,northern_bobwhite,NA,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,northern_bobwhite,NA,standard_error,0.02,51,NA,0.02,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,northern_mockingbird,NA,standard_error,0,42,NA,0,NA,NA,0.039,51,NA,0.028,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,northern_mockingbird,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,northern_mockingbird,NA,standard_error,0.039,51,NA,0.028,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,red_tailed_hawk,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,red_tailed_hawk,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,red_tailed_hawk,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,wild_turkey,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,wild_turkey,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,wild_turkey,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,killdeer,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,killdeer,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,killdeer,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,great_crested_flycatcher,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,great_crested_flycatcher,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,great_crested_flycatcher,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,horned_lark,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,horned_lark,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,horned_lark,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,brown_thrasher,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,brown_thrasher,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,brown_thrasher,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,blue_grosbeak,NA,standard_error,0,42,NA,0,NA,NA,0,51,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,blue_grosbeak,NA,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,blue_grosbeak,NA,standard_error,0,51,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,painted_bunting,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,painted_bunting,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,painted_bunting,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,eastern_towhee,NA,standard_error,0,42,NA,0,NA,NA,0,51,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,eastern_towhee,NA,standard_error,0,42,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,eastern_towhee,NA,standard_error,0,51,NA,0,NA,NA,0.056,18,NA,0.056,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,narrow field margin,-1,apples,0,NA,orchard_oriole,NA,standard_error,0,42,NA,0,NA,NA,0.02,51,NA,0.02,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),no field margin,wide-bordered field margin,-1,apples,0,NA,orchard_oriole,NA,standard_error,0,42,NA,0,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ILUKKWJA,Conover et al. 2009,stream_exclusion_and_buffers,abundance,density (birds/0.2 ha),narrow field margin,wide-bordered field margin,-1,apples,0,NA,orchard_oriole,NA,standard_error,0.02,51,NA,0.02,NA,NA,0,18,NA,0,NA,NA,Sample size is actually lower than this. They included year in their sample size.,NA,NA,NA
ZFUENEQI,Conover et al. 2011,edge_and_shrub_habitat,abundance,nest density (nests/100 ha),Riparian forest buffer adjacent to wooded vegetation,Riparian forest buffer adjacent to non-wooded vegetation,NA,oranges,0,NA,red_winged_blackbird,NA,confidence_intervals,64.81,27,NA,NA,23.61,106.01,103.17,23,NA,NA,43.03,163.31,Does not test the bmp,NA,NA,NA
ZFUENEQI,Conover et al. 2011,edge_and_shrub_habitat,abundance,nest density (nests/100 ha),Riparian forest buffer adjacent to wooded vegetation,Riparian forest buffer adjacent to non-wooded vegetation,NA,oranges,0,NA,dickcissel,NA,confidence_intervals,37.04,27,NA,NA,2.8999999999999986,71.18,65.22,23,NA,NA,32.82,97.62,Does not test the bmp,NA,NA,NA
47D2B23I,Conover et al. 2014,plant_nwsg,species_richness,species_richness,Diverse strips (2005),monotypic filter strips (2005),1,oranges,0,NA,all_species,NA,standard_error,2.45,20,NA,0.1,NA,NA,2.3,20,NA,0.25,NA,NA,Estimated from plot; Review whether this is an appropriate nwsg test,NA,NA,NA
47D2B23I,Conover et al. 2014,plant_nwsg,species_richness,species_richness,Diverse strips (2006),monotypic filter strips (2006),1,oranges,0,NA,all_species,NA,standard_error,1.7,20,NA,0.075,NA,NA,1.25,20,NA,0.1,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,plant_nwsg,species_richness,species_richness,Diverse strips (2007),monotypic filter strips (2007),1,oranges,0,NA,all_species,NA,standard_error,1.75,20,NA,0.075,NA,NA,1.7,20,NA,0.1,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,stream_exclusion_and_buffers,species_richness,species_richness,Riparian buffer strips (2005),monotypic filter strips (2005),1,apples,0,NA,all_species,NA,standard_error,1.8,20,NA,0.1,NA,NA,2.3,20,NA,0.25,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,stream_exclusion_and_buffers,species_richness,species_richness,Riparian buffer strips (2006),monotypic filter strips (2006),1,apples,0,NA,all_species,NA,standard_error,1.25,20,NA,0.1,NA,NA,1.25,20,NA,0.1,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,stream_exclusion_and_buffers,species_richness,species_richness,Riparian buffer strips (2007),monotypic filter strips (2007),1,apples,0,NA,all_species,NA,standard_error,1.4,20,NA,0.1,NA,NA,1.7,20,NA,0.1,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,plant_nwsg,abundance,abundance,Diverse strips (2005),monotypic filter strips (2005),1,oranges,0,NA,all_species,NA,standard_error,9.75,20,NA,1,NA,NA,4.75,20,NA,0.75,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,plant_nwsg,abundance,abundance,Diverse strips (2006),monotypic filter strips (2006),1,oranges,0,NA,all_species,NA,standard_error,4.5,20,NA,0.25,NA,NA,4,20,NA,0.25,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,plant_nwsg,abundance,abundance,Diverse strips (2007),monotypic filter strips (2007),1,oranges,0,NA,all_species,NA,standard_error,7.5,20,NA,0.75,NA,NA,4.5,20,NA,0.5,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,stream_exclusion_and_buffers,abundance,abundance,Riparian buffer strips (2005),monotypic filter strips (2005),1,apples,0,NA,all_species,NA,standard_error,4.5,20,NA,0.5,NA,NA,4.75,20,NA,0.75,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,stream_exclusion_and_buffers,abundance,abundance,Riparian buffer strips (2006),monotypic filter strips (2006),1,apples,0,NA,all_species,NA,standard_error,2.75,20,NA,0.25,NA,NA,4,20,NA,0.25,NA,NA,Estimated from plot,NA,NA,NA
47D2B23I,Conover et al. 2014,stream_exclusion_and_buffers,abundance,abundance,Riparian buffer strips (2007),monotypic filter strips (2007),1,apples,0,NA,all_species,NA,standard_error,3.5,20,NA,0.75,NA,NA,4.5,20,NA,0.5,NA,NA,Estimated from plot,NA,NA,NA
KXCFYIJV,Coppedge et al. 2008,manage_in_patches,species_richness,species_richness,Patch-burn treatment,traditional management (entire pastures annually burned),1,apples,0,NA,all_species,NA,standard_error,9.36,2,NA,0.28,NA,NA,9.33,2,NA,0.32,NA,NA,Depends on what traditional management refers to,NA,NA,NA
KXCFYIJV,Coppedge et al. 2008,manage_in_patches,species_richness,species_richness,Patch-burn treatment,traditional management (entire pastures annually burned),1,apples,0,NA,grassland_obligates,NA,standard_error,4.47,2,NA,0.11,NA,NA,4.11,2,NA,0.1,NA,NA,NA,NA,NA,NA
KXCFYIJV,Coppedge et al. 2008,manage_in_patches,abundance,abundance,Patch-burn treatment,traditional management (entire pastures annually burned),1,apples,0,NA,all_species,NA,standard_error,8.13,2,NA,0.28,NA,NA,7.52,2,NA,0.27,NA,NA,NA,NA,NA,NA
KXCFYIJV,Coppedge et al. 2008,manage_in_patches,abundance,abundance,Patch-burn treatment,traditional management (entire pastures annually burned),1,apples,0,NA,grassland_obligates,NA,standard_error,6.96,2,NA,0.27,NA,NA,6.45,2,NA,0.2,NA,NA,NA,NA,NA,NA
BFQ2PFZ5,Coudrain et al. 2010,install_nest_boxes,occupancy,occupancy,Sites with nest boxes,Sites without nest boxes,1,apples,0,NA,eurasian_wryneck,NA,standard_error,0.949,18,NA,0.059,NA,NA,0.203,133,NA,0.043,NA,NA,NA,NA,NA,NA
LNNCH8TG,Davis 2018,plant_nwsg,nest_success,eggs per nest,native field,planted field,1,apples,1,productivity,spragues_pipit,NA,standard_error,4.5,113,NA,0.01,NA,NA,4.7,76,NA,0.01,NA,NA,Treatment is defined here as the native field,NA,NA,period_survival
LNNCH8TG,Davis 2018,plant_nwsg,nest_success,fledglings per nest,native field,planted field,1,apples,1,productivity,spragues_pipit,NA,standard_error,1.2,113,NA,0.01,NA,NA,0.9,76,NA,0.02,NA,NA,Treatment is defined here as the native field; unsure if number fledged is all nests or only successful nests,NA,NA,period_survival
HZBZKNRR,Davis et al. 2013,plant_nwsg,abundance,abundance,native planted grassland (Saskatchewan),non-native planted grassland (Saskatchewan),1,apples,0,NA,savannah_sparrow,NA,standard_error,5.5,120,NA,0.22,NA,NA,5,120,NA,0.18,NA,NA,NA,NA,NA,NA
HZBZKNRR,Davis et al. 2013,plant_nwsg,abundance,abundance,native planted grassland (Alberta),non-native planted grassland (Alberta),1,apples,0,NA,savannah_sparrow,NA,standard_error,2.1,96,NA,0.15,NA,NA,3.6,96,NA,0.19,NA,NA,NA,NA,NA,NA
HZBZKNRR,Davis et al. 2013,plant_nwsg,abundance,abundance,native planted grassland (Saskatchewan),non-native planted grassland (Saskatchewan),1,apples,0,NA,bobolink,NA,standard_error,0.04,120,NA,0.02,NA,NA,0.5,120,NA,0.08,NA,NA,NA,NA,NA,NA
HZBZKNRR,Davis et al. 2013,plant_nwsg,abundance,abundance,native planted grassland (Saskatchewan),non-native planted grassland (Saskatchewan),1,apples,0,NA,western_meadowlark,NA,standard_error,0.3,120,NA,0.04,NA,NA,0.2,120,NA,0.04,NA,NA,NA,NA,NA,NA
HZBZKNRR,Davis et al. 2013,plant_nwsg,abundance,abundance,native planted grassland (Alberta),non-native planted grassland (Alberta),1,apples,0,NA,western_meadowlark,NA,standard_error,0.4,96,NA,0.07,NA,NA,0.2,96,NA,0.04,NA,NA,NA,NA,NA,NA
SQ8ICKWV,Davis et al. 2016,plant_nwsg,abundance,abundance,native pasture,planted pasture,1,apples,0,NA,savannah_sparrow,NA,confidence_intervals,7.8,14,NA,NA,4.7,10.8,4.7,15,NA,NA,2.5,6.9,NA,NA,NA,NA
SQ8ICKWV,Davis et al. 2016,plant_nwsg,abundance,abundance,native pasture,planted pasture,1,apples,0,NA,grasshopper_sparrow,NA,confidence_intervals,0.6,14,NA,NA,0.1,1,1.5,15,NA,NA,0.4,2.7,NA,NA,NA,NA
SQ8ICKWV,Davis et al. 2016,plant_nwsg,abundance,abundance,native pasture,hay,1,apples,0,NA,savannah_sparrow,NA,confidence_intervals,7.8,14,NA,NA,4.7,10.8,8.4,14,NA,NA,5.9,10.9,"Saskatchewan, Canada",NA,NA,NA
SQ8ICKWV,Davis et al. 2016,plant_nwsg,abundance,abundance,native pasture,hay,1,apples,0,NA,grasshopper_sparrow,NA,confidence_intervals,0.6,14,NA,NA,0.1,1,1.7,14,NA,NA,0.1,3.3,"Saskatchewan, Canada",NA,NA,NA
SQ8ICKWV,Davis et al. 2016,plant_nwsg,nest_success,number of young fledged per nest,native pasture,planted pasture,1,apples,1,productivity,savannah_sparrow,log,standard_error,1.3,61,NA,0.2,NA,NA,0.6,20,NA,0.2,NA,NA,NA,NA,NA,period_survival
SQ8ICKWV,Davis et al. 2016,plant_nwsg,nest_success,number of young fledged per nest,native pasture,hay,1,apples,1,productivity,savannah_sparrow,log,standard_error,1.3,61,NA,0.2,NA,NA,1,24,NA,0.3,NA,NA,NA,NA,NA,period_survival
C8RH4NET,Davis et al. 2020,rotational_grazing,abundance,abundance,Pulse-grazed,Traditional (season-long) grazed,1,apples,0,NA,mccowns_longspur,NA,confidence_intervals,-0.214,18,NA,NA,-0.729,0.291,-1.781,51,NA,NA,-3.822,-0.262,NA,NA,NA,NA
C8RH4NET,Davis et al. 2020,rotational_grazing,abundance,abundance,Pulse-grazed,Traditional (season-long) grazed,1,apples,0,NA,horned_lark,NA,confidence_intervals,0.099,18,NA,NA,-0.034,0.233,0.922,51,NA,NA,0.669,1.164,NA,NA,NA,NA
C8RH4NET,Davis et al. 2020,rotational_grazing,abundance,abundance,Pulse-grazed,Traditional (season-long) grazed,1,apples,0,NA,lark_bunting,NA,confidence_intervals,0.11,18,NA,NA,-0.009,0.228,1.355,51,NA,NA,1.164,1.543,NA,NA,NA,NA
C8RH4NET,Davis et al. 2020,rotational_grazing,abundance,abundance,Pulse-grazed,Traditional (season-long) grazed,1,apples,0,NA,western_meadowlark,NA,confidence_intervals,-0.048,18,NA,NA,-0.19,0.093,-0.275,51,NA,NA,-0.553,0.006,NA,NA,NA,NA
C8RH4NET,Davis et al. 2020,rotational_grazing,abundance,abundance,Pulse-grazed,Traditional (season-long) grazed,1,apples,0,NA,grasshopper_sparrow,NA,confidence_intervals,-0.023,18,NA,NA,-0.218,0.1,-0.768,51,NA,NA,-1.357,-0.164,NA,NA,NA,NA
YXR6499E,Davis et al. 2020b,plant_nwsg,abundance,abundance,Native grassland,Exotic grassland,1,apples,0,NA,horned_lark,NA,standard_error,1.1,192,NA,0.2,NA,NA,2.3,185,NA,0.3,NA,NA,Maximum number of singing males per point count,NA,NA,NA
